name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost,listed_in(type)
Millet Mama,Yes,No,3.9,18,Basavanagudi,Quick Bites,"South Indian, Healthy Food",200,Delivery
Bangarpet Chat Express,Yes,No,3.3,6,Basavanagudi,Quick Bites,"Street Food, Fast Food",100,Delivery
Prems Graama Bhojanam,Yes,No,4.3,322,Jayanagar,Casual Dining,South Indian,400,Delivery
Java City,Yes,No,2.6,157,Jayanagar,Cafe,"Cafe, American, Pizza",450,Delivery
Kamat Bugle Rock,Yes,No,3.9,543,Basavanagudi,Quick Bites,"South Indian, Fast Food",300,Delivery
Woodee Pizza,Yes,No,3.7,180,Banashankari,Cafe,"Cafe, Pizza, Fast Food, Beverages",500,Delivery
Puliyogare Point,Yes,No,4.2,444,Basavanagudi,Quick Bites,South Indian,100,Delivery
Bangalore Agarwal Bhavan,Yes,No,3.9,134,Jayanagar,Quick Bites,"Street Food, North Indian, South Indian",400,Delivery
Rustic Stove,Yes,No,3.8,577,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900,Delivery
Udupi Ruchi Grand,Yes,No,4.2,60,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery
De Thaali,Yes,No,3.9,144,Jayanagar,Casual Dining,"North Indian, Chinese, Rolls",550,Delivery
Spice Elephant,Yes,No,4.1,787,Banashankari,Casual Dining,"Chinese, North Indian, Thai",800,Delivery
Just Thindi,Yes,No,3.6,16,Basavanagudi,Quick Bites,South Indian,200,Delivery
Matru Sagar,Yes,No,3.6,84,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery
Vasanth Vihar - Since 1965,Yes,No,3.6,95,Banashankari,Quick Bites,"South Indian, Street Food",150,Delivery
Sea Spice by 7 Star,Yes,Yes,4.0,349,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200,Delivery
Desi Dawat,Yes,No,3.7,248,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food",400,Delivery
Cafe Aira,Yes,No,4.1,216,Basavanagudi,Cafe,"Cafe, Continental, Beverages, Desserts",500,Delivery
Penthouse Cafe,Yes,No,4.0,324,Banashankari,Cafe,"Cafe, Italian, Continental",700,Delivery
Mast Punjabi,Yes,No,2.6,231,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",400,Delivery
South Grand,Yes,No,3.4,102,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese, Beverages",400,Delivery
Catch-up-ino,Yes,No,3.9,133,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800,Delivery
The Pizzeria,Yes,No,2.8,45,Banashankari,Casual Dining,"Pizza, Italian, Salad",800,Delivery
Cafe Zone,Yes,No,3.9,149,Kumaraswamy Layout,Quick Bites,"Fast Food, Chinese, Rolls",300,Delivery
Ruchis Point,Yes,No,3.8,75,Banashankari,Quick Bites,"Fast Food, Chinese",200,Delivery
Firangi Bake,Yes,No,4.0,53,Rajarajeshwari Nagar,Delivery,"Mexican, Italian",600,Delivery
The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,Jayanagar,Casual Dining,"North Indian, Chinese",900,Delivery
Hara Fine Dine,Yes,Yes,4.0,633,Banashankari,Casual Dining,"North Indian, Chinese",800,Delivery
Chocoberry,Yes,No,3.5,56,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,Delivery
Dakshin Grand,Yes,No,3.0,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery
Sandwichwallas,Yes,No,3.7,35,Jayanagar,Quick Bites,Fast Food,200,Delivery
Chai Mane,Yes,No,3.6,20,Basavanagudi,Quick Bites,"Juices, Fast Food",150,Delivery
SLV Upachar,Yes,No,3.1,14,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, Street Food",250,Delivery
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,Delivery
Cross Road Cafe,Yes,No,3.9,91,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300,Delivery
Anand Donne Biriyani,Yes,No,3.6,45,Jayanagar,Quick Bites,Biryani,200,Delivery
Seven Star,Yes,No,3.4,7,Banashankari,Quick Bites,"North Indian, Chinese",250,Delivery
Stop 'N' Joy,Yes,No,3.8,28,Banashankari,Quick Bites,Fast Food,150,Delivery
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,Casual Dining,"North Indian, Chinese",600,Delivery
Fudge,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,"Desserts, Momos",200,Delivery
Just Bunny,Yes,No,3.5,11,Jayanagar,Quick Bites,Fast Food,200,Delivery
Bakers Town,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",650,Delivery
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,"Mithai, Street Food",100,Delivery
Kaapi Kendra,Yes,No,3.7,14,Jayanagar,Quick Bites,South Indian,100,Delivery
Ivy,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",600,Delivery
The Airos,Yes,No,4.1,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",650,Delivery
Chai Kraft,Yes,No,4.1,30,Jayanagar,Beverage Shop,"Beverages, Tea",100,Delivery
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,"Chinese, Cafe, Italian",700,Delivery
South Point Pub,Yes,No,3.4,11,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800,Delivery
The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700,Delivery
The Krishna Grand Xpress,Yes,No,4.0,136,Jayanagar,Quick Bites,"South Indian, Fast Food",350,Delivery
Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery
Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200,Delivery
Udupi Grand,Yes,No,3.8,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery
Ganesh Grand,Yes,No,3.7,30,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300,Delivery
Shreyas Upahar & Burger Point,Yes,No,3.0,7,Basavanagudi,Quick Bites,"South Indian, Burger",200,Delivery
Coffee Tindi,Yes,No,3.8,75,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",200,Delivery
Little Cafe,Yes,No,3.7,54,Basavanagudi,Cafe,"Cafe, Beverages",600,Delivery
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,Kiosk,"Beverages, Desserts",100,Delivery
Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,Casual Dining,"North Indian, Chinese",400,Delivery
Mylari Biryani Family Restaurant,Yes,No,3.7,73,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery
1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,Cafe,"Cafe, Fast Food",400,Delivery
Kadala Tarangaa,Yes,No,3.6,129,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600,Delivery
Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250,Delivery
Nandhanu's Rasoi,Yes,No,3.0,175,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian",400,Delivery
Hotel Pork Paradise,Yes,No,3.7,21,Mysore Road,Quick Bites,South Indian,300,Delivery
As On Fire,Yes,No,3.5,41,South Bangalore,Food Truck,"Pizza, Fast Food, BBQ",400,Delivery
J K Fish Land,Yes,No,3.6,35,Jayanagar,Quick Bites,"Seafood, Mangalorean",300,Delivery
Curry Leaves,Yes,No,4.1,176,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",800,Delivery
Lassi Shop,Yes,No,3.5,45,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300,Delivery
Magic Meals,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400,Delivery
Desi Cream Junction,Yes,Yes,3.7,36,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650,Delivery
Drunken Monkey,Yes,No,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,Delivery
Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,Fast Food,200,Delivery
Tandoori Bytes,Yes,No,3.6,59,Kumaraswamy Layout,Casual Dining,North Indian,700,Delivery
Bangalore Donne Biriyani,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",300,Delivery
SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery
Keventers,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Delivery
Navi Food Point,Yes,No,3.6,22,Basavanagudi,Quick Bites,Fast Food,200,Delivery
Shawarma Inc,Yes,No,3.1,31,Banashankari,Takeaway,"Rolls, Lebanese",250,Delivery
The Cafe Nuts and Bolts,Yes,No,3.0,29,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",500,Delivery
AM WOW,Yes,No,3.4,6,Jayanagar,Beverage Shop,Beverages,100,Delivery
Lalbagh Grand,Yes,No,3.0,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery
Funjabi Curries,Yes,No,2.9,11,Banashankari,Quick Bites,North Indian,500,Delivery
Eat Repeat,Yes,No,3.9,101,Basavanagudi,Quick Bites,South Indian,150,Delivery
Salut,Yes,Yes,4.1,442,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200,Delivery
Nammura Donne Biriyani,Yes,No,3.5,155,Basavanagudi,Quick Bites,"Biryani, Fast Food",400,Delivery
Lassi Stop,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,Delivery
Dakshin Kitchen,Yes,No,3.6,15,Basavanagudi,Quick Bites,South Indian,100,Delivery
Sri Sai Cafe,Yes,No,3.5,10,Basavanagudi,Quick Bites,South Indian,200,Delivery
Sri Sai 99 Variety Dosa,Yes,No,3.8,25,Banashankari,Quick Bites,South Indian,300,Delivery
Utsav Restaurant,Yes,No,3.8,61,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery
Crunch and Munch,Yes,No,3.7,23,Uttarahalli,Quick Bites,"Chinese, Street Food, Ice Cream",300,Delivery
Food Geek,Yes,No,3.8,25,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",350,Delivery
Sri Krishna Aramane,Yes,No,3.7,40,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200,Delivery
Great Indian Rolls,Yes,No,3.3,4,Basavanagudi,Quick Bites,Rolls,100,Delivery
Chats Point,Yes,No,3.4,8,Basavanagudi,Quick Bites,"Fast Food, Street Food",150,Delivery
Food Point,Yes,No,3.5,32,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery
Swarga Ruchi,Yes,No,3.3,10,Basavanagudi,Quick Bites,South Indian,200,Delivery
Kolkata King,Yes,No,3.4,6,Basavanagudi,Quick Bites,"Fast Food, Rolls",300,Delivery
Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250,Delivery
New Rajadhani Spicy,Yes,No,3.7,67,Kumaraswamy Layout,Casual Dining,North Indian,700,Delivery
Big Mishra Pedha,Yes,No,2.9,23,Jayanagar,Sweet Shop,Mithai,250,Delivery
VEGeatz,Yes,No,3.4,19,Banashankari,Quick Bites,"South Indian, North Indian",200,Delivery
Foodizo,Yes,No,3.6,24,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300,Delivery
Food Springs,Yes,No,4.0,232,Jayanagar,Quick Bites,"South Indian, Chinese",400,Delivery
Chung's Chinese Corner,Yes,No,3.9,221,Jayanagar,Casual Dining,Chinese,700,Delivery
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200,Delivery
Goli Vada Pav No. 1,Yes,No,3.7,93,Basavanagudi,Quick Bites,Street Food,200,Delivery
Ragoo's,Yes,No,3.9,233,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800,Delivery
Pure & Natural,Yes,No,3.9,211,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500,Delivery
Maiyas,Yes,No,4.0,1778,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,Delivery
Sip n Dine,Yes,No,3.6,218,Vijay Nagar,Casual Dining,"North Indian, Chinese, South Indian",800,Delivery
Cafe Mondo,Yes,No,3.7,514,Basavanagudi,Cafe,"Cafe, Italian, Beverages",600,Delivery
Jalpaan,Yes,Yes,4.0,866,Jayanagar,Casual Dining,"North Indian, Continental",900,Delivery
Kataria's Pakwan,Yes,No,3.2,96,Kumaraswamy Layout,Quick Bites,North Indian,400,Delivery
Juicy Momos,Yes,No,3.5,80,Banashankari,Quick Bites,"Tibetan, Momos",250,Delivery
Amande Patisserie,Yes,No,4.0,73,Basavanagudi,Bakery,"Bakery, French, Desserts",300,Delivery
Anand Sweets and Savouries,Yes,No,3.9,84,Jayanagar,Sweet Shop,"Mithai, Street Food",400,Delivery
Chicken Hunt,Yes,No,3.5,88,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350,Delivery
Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",600,Delivery
Cane-O-La,Yes,No,3.8,61,Basavanagudi,Quick Bites,Juices,100,Delivery
New Biryani Mane,Yes,No,3.7,128,Uttarahalli,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450,Delivery
Upahara Darshini,Yes,No,3.8,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery
Karnataka Bhel House,Yes,No,4.1,449,Basavanagudi,Quick Bites,Street Food,100,Delivery
Sreeraj Lassi Bar,Yes,No,4.1,210,Jayanagar,"Dessert Parlor, Beverage Shop",Beverages,150,Delivery
Juice Junction Food Court,Yes,No,3.7,57,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200,Delivery
Bunt's Biriyani Palace,Yes,No,3.0,213,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",400,Delivery
Chai Point,Yes,No,3.2,208,Jayanagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,Delivery
Janahaar,Yes,No,3.8,70,Banashankari,Quick Bites,South Indian,100,Delivery
Redberrys,Yes,No,4.0,219,Basavanagudi,Cafe,"Cafe, Italian",600,Delivery
Utsav,Yes,No,3.7,59,Banashankari,Quick Bites,"North Indian, Street Food",200,Delivery
Meat And Eat,Yes,No,3.1,10,Banashankari,Quick Bites,"Fast Food, Burger",500,Delivery
Snacks Bite,Yes,No,3.0,9,Kumaraswamy Layout,Quick Bites,"Fast Food, Momos",400,Delivery
The Spice Saga,Yes,No,3.7,124,Kumaraswamy Layout,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750,Delivery
Dakshin Cafe,Yes,No,3.7,19,Kumaraswamy Layout,Quick Bites,South Indian,100,Delivery
Kaulige Millet Corner,Yes,No,3.3,4,Basavanagudi,Quick Bites,"Healthy Food, South Indian",150,Delivery
Ifruit Ice Cream,Yes,No,3.3,4,Kumaraswamy Layout,Dessert Parlor,"Desserts, Ice Cream",150,Delivery
Havmor,Yes,No,3.8,21,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200,Delivery
Grand Food,Yes,No,3.4,8,Banashankari,"Quick Bites, Bakery","South Indian, Bakery, Chinese",250,Delivery
Dining Hut,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, South Indian",400,Delivery
Desi Swaad,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,North Indian,400,Delivery
Yummy Momos,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,"Momos, Tibetan, Chinese",200,Delivery
Masale Daan,Yes,No,3.1,4,Banashankari,Delivery,North Indian,350,Delivery
Grow Fit,Yes,No,3.6,16,JP Nagar,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500,Delivery
Sandwich Hub,Yes,No,3.4,12,Jayanagar,Quick Bites,"Fast Food, Sandwich",300,Delivery
Udupi Sri Krishna Cafe,Yes,No,3.9,14,Jayanagar,Casual Dining,"North Indian, South Indian",600,Delivery
Starlite Bakery & Fastfood,Yes,No,3.7,0,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300,Delivery
Veganbreak24x7,Yes,No,2.8,5,City Market,"Takeaway, Delivery","South Indian, Chinese, Continental, Biryani",199,Delivery
Aadhya Hotel,Yes,No,3.3,5,Basavanagudi,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",800,Delivery
Dodda Mane Baaduta,Yes,No,3.5,15,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani",250,Delivery
Swadd Kitchen,Yes,No,3.4,4,Basavanagudi,Casual Dining,"North Indian, Fast Food",500,Delivery
Happy Chopsticks,Yes,No,3.6,17,Basavanagudi,Quick Bites,"Chinese, Fast Food",300,Delivery
Udupi Upachar,Yes,No,3.3,6,Banashankari,Quick Bites,"South Indian, North Indian",500,Delivery
Davanagere Benne Dose Hut,Yes,No,3.4,10,Banashankari,Quick Bites,South Indian,100,Delivery
Jalsa,Yes,Yes,4.1,775,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800,Delivery
Subz,Yes,Yes,4.2,2022,Jayanagar,Casual Dining,"North Indian, South Indian",1000,Delivery
Cafe Shuffle,Yes,Yes,4.2,150,Banashankari,Cafe,"Cafe, Italian, Continental",600,Delivery
Mint and Mustard,Yes,No,4.0,232,Basavanagudi,Casual Dining,"North Indian, Chinese",750,Delivery
Chinese Square,Yes,No,3.9,38,Basavanagudi,Quick Bites,Chinese,200,Delivery
Punjabi Raswada,Yes,Yes,3.5,431,Jayanagar,Casual Dining,North Indian,800,Delivery
Vinny's,Yes,Yes,4.2,2115,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",800,Delivery
Chetty's Corner,Yes,No,3.4,30,Uttarahalli,Quick Bites,"Fast Food, Burger, Pizza",200,Delivery
Kapoor's Cafe,Yes,No,4.2,150,Jayanagar,Casual Dining,North Indian,800,Delivery
Donne Biryani & Kabab Corner,Yes,No,3.3,12,Kumaraswamy Layout,Quick Bites,"Chinese, Biryani",200,Delivery
Sukh Sagar,Yes,No,3.8,155,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450,Delivery
S M V Snacks Corner,Yes,No,3.7,33,Basavanagudi,Quick Bites,Fast Food,200,Delivery
Andhra Ruchulu,Yes,Yes,4.1,666,Jayanagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",1000,Delivery
Steaming Mugs,Yes,No,3.9,240,Basavanagudi,Cafe,Cafe,700,Delivery
San Churro Cafe,Yes,No,3.8,918,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",800,Delivery
Rajathadri Food Fort,Yes,No,4.0,465,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Delivery
Brew Meister,Yes,Yes,4.1,970,Jayanagar,"Microbrewery, Casual Dining","North Indian, Continental, Finger Food, American, Asian",1500,Delivery
Rasoi,Yes,No,3.3,128,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery
Mr. Singh Da Dhaba,Yes,No,3.6,241,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery
Kababs N Biryani,Yes,No,3.4,22,Banashankari,Quick Bites,South Indian,200,Delivery
Ayodhya Upachar,Yes,No,4.3,734,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery
Biriyani Mane,Yes,No,3.8,130,Jayanagar,Quick Bites,"North Indian, Biryani",400,Delivery
Cafe Ajfan,Yes,No,4.2,261,Jayanagar,Cafe,"Cafe, Continental, Beverages",700,Delivery
Brundhavana Food Point,Yes,No,4.0,191,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages",300,Delivery
SLV Corner Restaurant,Yes,No,4.1,364,Basavanagudi,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550,Delivery
Hotel New Karavali,Yes,No,3.8,133,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",300,Delivery
The Krishna Grand,Yes,No,3.9,888,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750,Delivery
360 Atoms Restaurant And Cafe,Yes,No,3.1,13,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",400,Delivery
Roti Ghar,Yes,No,3.9,750,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500,Delivery
The Coffee Shack,Yes,Yes,4.2,164,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",500,Delivery
Kettle & Kegs,Yes,No,3.2,6,Banashankari,Delivery,"Tea, Beverages",200,Delivery
Baisakhi,Yes,No,3.8,527,Basavanagudi,Casual Dining,North Indian,500,Delivery
Corner House Ice Cream,No,No,4.3,345,Banashankari,Dessert Parlor,"Ice Cream, Desserts",400,Desserts
Poonam Sweets,No,No,4.4,356,Banashankari,Sweet Shop,Mithai,150,Desserts
XO Belgian Waffle,Yes,No,3.7,17,Banashankari,Dessert Parlor,"Desserts, Beverages",400,Desserts
Old Mumbai Ice Cream,Yes,No,3.9,38,Banashankari,Dessert Parlor,Ice Cream,150,Desserts
Cake of the Day,No,No,3.7,78,Banashankari,"Bakery, Dessert Parlor",Bakery,150,Desserts
Amma's Pastries,No,No,3.8,60,Banashankari,Dessert Parlor,Bakery,400,Desserts
Kanti Sweets,Yes,No,4.0,115,Banashankari,Sweet Shop,"Mithai, Street Food",400,Desserts
Sugar Rush,No,No,3.8,39,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
Polar Bear,Yes,No,3.9,116,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,Desserts
San Churro Cafe,Yes,No,3.8,918,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",800,Desserts
Anand Sweets and Savouries,No,No,3.7,46,Banashankari,"Sweet Shop, Quick Bites","Mithai, Street Food",400,Desserts
Ibaco,Yes,No,3.9,41,Banashankari,Dessert Parlor,Desserts,300,Desserts
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,"Chinese, Cafe, Italian",700,Desserts
The Lassi and Juice Park,No,No,3.8,28,Banashankari,"Beverage Shop, Dessert Parlor","Juices, Desserts",150,Desserts
Stoned Monkey,Yes,No,4.3,860,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500,Desserts
Parimala Sweets,No,No,3.5,14,Banashankari,Sweet Shop,"Mithai, Street Food",200,Desserts
The Big O Bakes,No,No,4.0,66,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,"Mithai, Street Food",100,Desserts
Keventers,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Desserts
Dessert Rose,No,No,3.5,7,Banashankari,Dessert Parlor,Desserts,500,Desserts
Thanco's Natural Ice Creams,No,No,3.2,9,Banashankari,Dessert Parlor,Ice Cream,300,Desserts
Corner Stone,No,No,3.6,42,Banashankari,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",300,Desserts
Kaggis,No,No,3.8,64,Banashankari,Quick Bites,"Fast Food, Bakery",250,Desserts
Cocoa Bakes,Yes,No,3.6,14,Banashankari,Bakery,"Bakery, Desserts",350,Desserts
Floured-Baked With Love,No,No,3.8,45,Banashankari,"Takeaway, Delivery",Bakery,400,Desserts
CAFE NOVA,No,No,3.2,11,Banashankari,Cafe,"Cafe, Bakery",600,Desserts
Cakes & Slices,No,No,3.5,13,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
Arun Ice Cream,No,No,3.4,7,Banashankari,Dessert Parlor,"Ice Cream, Desserts",150,Desserts
Just Bake,No,No,3.4,8,Banashankari,Bakery,"Bakery, Desserts",400,Desserts
Kwality Wall's Swirl's Happiness Station,No,No,2.9,25,Banashankari,Dessert Parlor,"Ice Cream, Desserts",200,Desserts
Sweet N Swirl,No,No,3.2,17,Banashankari,Dessert Parlor,"Desserts, Ice Cream",150,Desserts
Sweet Truth,Yes,No,3.9,35,Banashankari,Delivery,"Bakery, Desserts",500,Desserts
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,Desserts
Sri Venkateshwara Sweet Meat Stall,No,No,4.0,98,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian, Chinese",400,Desserts
Baskin Robbins,No,No,3.7,25,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",250,Desserts
